"TID" "DATA_SET" "STATION" "GEAR_MODEL" "DATE_" "Year" "Month" "Day" "D.N" "HEURE" "Region" "LONGITUDE" "LATITUDE" "ZMin" "ZMax" "Zstation" "Z_habitat" "TAXON" "STADE" "Ind.m3" "ind.m2" "ID" "total_abund" "cum_abund" "pcum" "percZ_stn" "lInd.m3"
"161" "85-09-17_44.2_-63.16_Cfin_CI_III" "SS_CALSPP" "2" "BIONESS 1.0m" "85-09-17" 1985 "9" 17 "N" 2230 "ESS" -63.16 44.2 0 10 170.6 "Basins_100-325m" "Cfin" "CI_III" 26.3 263 "85-09-17_44.2_-63.16" 563 263 0.467140319715808 0.0586166471277843 3.30688670219091
"162" "85-09-17_44.35_-63.29_Cfin_CI_III" "SS_CALSPP" "HL2" "BIONESS 1.0m" "85-09-17" 1985 "9" 17 "D" 1800 "ESS" -63.29 44.35 0 10 140.7 "Basins_100-325m" "Cfin" "CI_III" 21.4 214 "85-09-17_44.35_-63.29" 813 214 0.263222632226322 0.0710732054015636 3.10906095886099
"163" "85-09-18_43.15_-62.29_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 1.0m" "85-09-18" 1985 "9" 18 "D" 1330 "WSS" -62.29 43.15 2 25 210 "Basins_100-325m" "Cfin" "CI_III" 0.521739130434783 12 "85-09-18_43.15_-62.29" 21 12 0.571428571428571 0.119047619047619 0.419853845560264
"164" "85-09-18_43.56_-62.63_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 1.0m" "85-09-18" 1985 "9" 18 "N" 2000 "WSS" -62.63 43.56 1 15.8 257 "Basins_100-325m" "Cfin" "CI_III" 1.28378378378378 19 "85-09-18_43.56_-62.63" 40 19 0.475 0.0614785992217899 0.825833621718904
"165" "85-09-18_43.78_-62.81_Cfin_CI_III" "SS_CALSPP" "LINE 1" "BIONESS 1.0m" "85-09-18" 1985 "9" 18 "D" 1730 "WSS" -62.81 43.78 190 202 230 "Basins_100-325m" "Cfin" "CI_III" 0 0 "85-09-18_43.78_-62.81" 3 0 0 0.878260869565217 0
"166" "85-09-18_43.97_-62.96_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 1.0m" "85-09-18" 1985 "9" 18 "D" 1030 "WSS" -62.96 43.97 100 115 243.9 "Basins_100-325m" "Cfin" "CI_III" 0 0 "85-09-18_43.97_-62.96" 0 0 0 0.47150471504715 0
"167" "85-09-18_43.98_-62.98_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 1.0m" "85-09-18" 1985 "9" 18 "D" 830 "WSS" -62.98 43.98 0 10 236.9 "Basins_100-325m" "Cfin" "CI_III" 0.8 8 "85-09-18_43.98_-62.98" 24 8 0.333333333333333 0.0422119037568594 0.587786664902119
"168" "85-09-19_43.14_-61.99_Cfin_CI_III" "SS_CALSPP" "6" "BIONESS 1.0m" "85-09-19" 1985 "9" 19 "N" 2015 "WSS" -61.99 43.14 0 7 95.3 "Shelf_0-100m" "Cfin" "CI_III" 3.42857142857143 24 "85-09-19_43.14_-61.99" 858 24 0.027972027972028 0.0734522560335782 1.48807705542983
"169" "85-09-21_45.16_-59.42_Cfin_CI_III" "SS_CALSPP" "10" "BIONESS 1.0m" "85-09-21" 1985 "9" 21 "N" 2130 "ESS" -59.42 45.16 0 10 79.6 "Shelf_0-100m" "Cfin" "CI_III" 376.7 3767 "85-09-21_45.16_-59.42" 6310 3767 0.596988906497623 0.125628140703518 5.93410022971841
"170" "85-09-21_45.45_-59.65_Cfin_CI_III" "SS_CALSPP" "LL3" "BIONESS 1.0m" "85-09-21" 1985 "9" 21 "D" 1745 "ESS" -59.65 45.45 15 25 140.8 "Basins_100-325m" "Cfin" "CI_III" 301 3010 "85-09-21_45.45_-59.65" 3301 3010 0.911844895486216 0.177556818181818 5.71042701737487
"171" "85-09-21_45.75_-59.84_Cfin_CI_III" "SS_CALSPP" "8" "BIONESS 1.0m" "85-09-21" 1985 "9" 21 "D" 1330 "ESS" -59.84 45.75 0 10 100.1 "Basins_100-325m" "Cfin" "CI_III" 69.9 699 "85-09-21_45.75_-59.84" 8510 699 0.08213866039953 0.0999000999000999 4.26127043353808
"172" "85-09-22_44.84_-59.2_Cfin_CI_III" "SS_CALSPP" "11" "BIONESS 1.0m" "85-09-22" 1985 "9" 22 "D" 830 "ESS" -59.2 44.84 0 10 169.5 "Basins_100-325m" "Cfin" "CI_III" 1082 10820 "85-09-22_44.84_-59.2" 15797 10820 0.684940178514908 0.0589970501474926 6.98749024700099
"173" "85-09-23_43.94_-58.61_Cfin_CI_III" "SS_CALSPP" "15" "BIONESS 1.0m" "85-09-23" 1985 "9" 23 "D" 1430 "ESS" -58.61 43.94 200 250 845.8 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "85-09-23_43.94_-58.61" 7 0 0 0.295578150863088 0
"174" "85-09-23_44.22_-58.77_Cfin_CI_III" "SS_CALSPP" "15" "BIONESS 1.0m" "85-09-23" 1985 "9" 23 "D" 1330 "ESS" -58.77 44.22 0 10 70.2 "Shelf_0-100m" "Cfin" "CI_III" 1 10 "85-09-23_44.22_-58.77" 84 10 0.119047619047619 0.142450142450142 0.693147180559945
"175" "85-09-25_45.82_-58.49_Cfin_CI_III" "SS_CALSPP" "I" "BIONESS 1.0m" "85-09-25" 1985 "9" 25 "D" 1330 "ESS" -58.49 45.82 0 20 285 "Basins_100-325m" "Cfin" "CI_III" 134.05 2681 "85-09-25_45.82_-58.49" 3013 2681 0.889810819780949 0.0701754385964912 4.90564508023862
"176" "85-09-25_45.99_-58.47_Cfin_CI_III" "SS_CALSPP" "II" "BIONESS 1.0m" "85-09-25" 1985 "9" 25 "D" 1530 "ESS" -58.47 45.99 0 30 270 "Basins_100-325m" "Cfin" "CI_III" 94.1666666666667 2825 "85-09-25_45.99_-58.47" 3045 2825 0.927750410509031 0.111111111111111 4.55562974042796
"177" "85-09-26_45.3_-57.03_Cfin_CI_III" "SS_CALSPP" "18" "BIONESS 1.0m" "85-09-26" 1985 "9" 26 "N" 2300 "ESS" -57.03 45.3 0 10 438 "Slope_325-750m" "Cfin" "CI_III" 6.4 64 "85-09-26_45.3_-57.03" 231 64 0.277056277056277 0.0228310502283105 2.00148000021012
"178" "85-09-26_45.77_-57.44_Cfin_CI_III" "SS_CALSPP" "19" "BIONESS 1.0m" "85-09-26" 1985 "9" 26 "D" 1730 "ESS" -57.44 45.77 0 20 451.5 "Slope_325-750m" "Cfin" "CI_III" 227.35 4547 "85-09-26_45.77_-57.44" 5047 4547 0.900931246284922 0.044296788482835 5.43087953963101
"179" "85-09-26_46.52_-58.27_Cfin_CI_III" "SS_CALSPP" "20" "BIONESS 1.0m" "85-09-26" 1985 "9" 26 "D" 830 "ESS" -58.27 46.52 0 20 451.3 "Slope_325-750m" "Cfin" "CI_III" 72.1 1442 "85-09-26_46.52_-58.27" 1575 1442 0.915555555555556 0.0443164192333259 4.29182836675573
"180" "85-09-27_44.42_-56.27_Cfin_CI_III" "SS_CALSPP" "16" "BIONESS 1.0m" "85-09-27" 1985 "9" 27 "D" 1530 "ESS" -56.27 44.42 650 750 1627.8 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "85-09-27_44.42_-56.27" 3 0 0 0.460744563214154 0
"181" "85-09-27_44.68_-56.5_Cfin_CI_III" "SS_CALSPP" "17" "BIONESS 1.0m" "85-09-27" 1985 "9" 27 "D" 930 "ESS" -56.5 44.68 0 10 383.8 "Slope_325-750m" "Cfin" "CI_III" 1.6 16 "85-09-27_44.68_-56.5" 205 16 0.0780487804878049 0.0260552371026576 0.955511445027436
"182" "85-11-11_44.42_-56.27_Cfin_CI_III" "SS_CALSPP" "16" "BIONESS 1.0m" "85-11-11" 1985 "11" 11 "D" 1230 "ESS" -56.27 44.42 0 30 1627.8 "Oceanic_>750m" "Cfin" "CI_III" 0.266666666666667 8 "85-11-11_44.42_-56.27" 65 8 0.123076923076923 0.0184297825285662 0.23638877806423
"183" "86-09-28_43.82_-62.92_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-09-28" 1986 "9" 28 "D" 1302 "WSS" -62.92 43.82 100 120 259.2 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-09-28_43.82_-62.92" 3 0 0 0.462962962962963 0
"184" "86-09-28_43.82_-62.94_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-09-28" 1986 "9" 28 "D" 830 "WSS" -62.94 43.82 0 10 264.1 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-09-28_43.82_-62.94" 28 0 0 0.0378644452858766 0
"185" "86-09-28_43.84_-62.93_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-09-28" 1986 "9" 28 "N" 2000 "WSS" -62.93 43.84 0 10 261.4 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-09-28_43.84_-62.93" 22 0 0 0.0382555470543229 0
"186" "86-09-29_43.5_-62.7_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-09-29" 1986 "9" 29 "D" 1548 "WSS" -62.7 43.5 0 5 100.9 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-09-29_43.5_-62.7" 20 0 0 0.0495540138751239 0
"187" "86-09-29_44.04_-63.1_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-09-29" 1986 "9" 29 "N" 2037 "ESS" -63.1 44.04 0 20 189.2 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-09-29_44.04_-63.1" 24 0 0 0.105708245243129 0
"188" "86-09-29_44.19_-63.2_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-09-29" 1986 "9" 29 "N" 2300 "ESS" -63.2 44.19 0 10 170.8 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-09-29_44.19_-63.2" 151 0 0 0.0585480093676815 0
"189" "86-10-01_43.63_-63.13_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-10-01" 1986 "10" 1 "D" 1256 "WSS" -63.13 43.63 140 162 249.3 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-10-01_43.63_-63.13" 0 0 0 0.649819494584838 0
"190" "86-10-02_43.84_-62.94_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-10-02" 1986 "10" 2 "N" 115 "WSS" -62.94 43.84 5 50 262.9 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-10-02_43.84_-62.94" 0 0 0 0.190186382655002 0
"191" "86-10-03_45.81_-58.55_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-10-03" 1986 "10" 3 "D" 1630 "ESS" -58.55 45.81 0 10 294 "Basins_100-325m" "Cfin" "CI_III" 16.3 163 "86-10-03_45.81_-58.55" 193 163 0.844559585492228 0.0340136054421769 2.85070650150373
"192" "86-10-03_45.82_-58.48_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-10-03" 1986 "10" 3 "D" 1515 "ESS" -58.48 45.82 155 170 282 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-10-03_45.82_-58.48" 0 0 0 0.602836879432624 0
"193" "86-10-03_45.82_-58.53_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-10-03" 1986 "10" 3 "N" 1930 "ESS" -58.53 45.82 0 10 300.1 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-10-03_45.82_-58.53" 30 0 0 0.0333222259246918 0
"194" "86-10-03_45.83_-58.49_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-10-03" 1986 "10" 3 "N" 2039 "ESS" -58.49 45.83 140 170 271.8 "Basins_100-325m" "Cfin" "CI_III" 0 0 "86-10-03_45.83_-58.49" 5 0 0 0.625459896983076 0
"195" "86-10-04_45.69_-58.42_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "86-10-04" 1986 "10" 4 "D" 930 "ESS" -58.42 45.69 0 37 360 "Slope_325-750m" "Cfin" "CI_III" 0.540540540540541 20 "86-10-04_45.69_-58.42" 20 20 1 0.102777777777778 0.432133355190326
"196" "87-06-13_43.7_-62.99_Cfin_CI_III" "SS_CALSPP" "1" "BIONESS 1.0m" "87-06-13" 1987 "6" 13 "N" 204 "WSS" -62.99 43.7 0 16 251.4 "Basins_100-325m" "Cfin" "CI_III" 87.5625 1401 "87-06-13_43.7_-62.99" 3698 1401 0.378853434288805 0.0636435958631663 4.4837085174509
"197" "87-06-13_43.78_-63_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 1.0m" "87-06-13" 1987 "6" 13 "N" 32 "WSS" -63 43.78 160 170 265.3 "Basins_100-325m" "Cfin" "CI_III" 1.9 19 "87-06-13_43.78_-63" 481 19 0.0395010395010395 0.640784018092725 1.06471073699243
"198" "87-07-07_43.7_-63.07_Cfin_CI_III" "SS_CALSPP" "350" "BIONESS 1.0m" "87-07-07" 1987 "7" 7 "N" 345 "WSS" -63.07 43.7 116 134 264.9 "Basins_100-325m" "Cfin" "CI_III" 0 0 "87-07-07_43.7_-63.07" 0 0 0 0.505851264628162 0
"199" "87-07-07_43.76_-62.98_Cfin_CI_III" "SS_CALSPP" "352" "BIONESS 1.0m" "87-07-07" 1987 "7" 7 "N" 530 "WSS" -62.98 43.76 0 10 261 "Basins_100-325m" "Cfin" "CI_III" 1.8 18 "87-07-07_43.76_-62.98" 23 18 0.782608695652174 0.0383141762452107 1.02961941718116
"200" "88-04-14_43.68_-63.75_Cfin_CI_III" "SS_CALSPP" "LHB" "BIONESS 1.0m" "88-04-14" 1988 "4" 14 "N" 2215 "WSS" -63.75 43.68 0 10 232.5 "Basins_100-325m" "Cfin" "CI_III" 217.4 2174 "88-04-14_43.68_-63.75" 18017 2174 0.120663817505689 0.043010752688172 5.38632824387075
"201" "88-04-27_43.78_-63_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 1.0m" "88-04-27" 1988 "4" 27 "N" 2230 "WSS" -63 43.78 0 10 265.3 "Basins_100-325m" "Cfin" "CI_III" 83.3 833 "88-04-27_43.78_-63" 3477 833 0.239574345700316 0.0376931775348662 4.43438186500781
"202" "88-06-09_43.75_-63.03_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-09" 1988 "6" 9 "N" 2230 "WSS" -63.03 43.75 0 10 266.2 "Basins_100-325m" "Cfin" "CI_III" 29.4 294 "88-06-09_43.75_-63.03" 5322 294 0.0552423900789177 0.0375657400450789 3.41444260841218
"203" "88-06-11_43.75_-63.03_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-11" 1988 "6" 11 "D" 1430 "WSS" -63.03 43.75 135 150 266.2 "Basins_100-325m" "Cfin" "CI_III" 0.4 6 "88-06-11_43.75_-63.03" 179 6 0.0335195530726257 0.563486100676183 0.336472236621213
"204" "88-06-12_43.66_-63.75_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-12" 1988 "6" 12 "N" 2045 "WSS" -63.75 43.66 0 10 228.8 "Basins_100-325m" "Cfin" "CI_III" 180.4 1804 "88-06-12_43.66_-63.75" 6725 1804 0.268252788104089 0.0437062937062937 5.20070453768104
"205" "88-06-12_43.69_-63.76_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-12" 1988 "6" 12 "D" 1400 "WSS" -63.76 43.69 0 10 235.5 "Basins_100-325m" "Cfin" "CI_III" 359 3590 "88-06-12_43.69_-63.76" 22567 3590 0.159081845172154 0.0424628450106157 5.88610403145016
"206" "88-06-12_43.72_-63.76_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-12" 1988 "6" 12 "D" 1530 "WSS" -63.76 43.72 190 200 237 "Basins_100-325m" "Cfin" "CI_III" 2.9 29 "88-06-12_43.72_-63.76" 93 29 0.311827956989247 0.843881856540084 1.3609765531356
"207" "88-06-13_43.56_-62.98_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-13" 1988 "6" 13 "D" 900 "WSS" -62.98 43.56 0 5 181.2 "Basins_100-325m" "Cfin" "CI_III" 12.6 63 "88-06-13_43.56_-62.98" 415 63 0.151807228915663 0.0275938189845475 2.61006979274201
"208" "88-06-13_43.64_-63.77_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-13" 1988 "6" 13 "N" 310 "WSS" -63.77 43.64 70 100 229.9 "Basins_100-325m" "Cfin" "CI_III" 2.73333333333333 82 "88-06-13_43.64_-63.77" 337 82 0.243323442136499 0.434971726837756 1.31730148963294
"209" "88-06-18_44.37_-62.24_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-18" 1988 "6" 18 "N" 2228 "ESS" -62.24 44.37 0 10 238 "Basins_100-325m" "Cfin" "CI_III" 0 0 "88-06-18_44.37_-62.24" 2087 0 0 0.0420168067226891 0
"210" "88-06-19_43.66_-62.46_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-19" 1988 "6" 19 "N" 2030 "WSS" -62.46 43.66 0 5 75.8 "Shelf_0-100m" "Cfin" "CI_III" 0.8 4 "88-06-19_43.66_-62.46" 112 4 0.0357142857142857 0.0659630606860158 0.587786664902119
"211" "88-06-19_44.36_-62.24_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-19" 1988 "6" 19 "N" 300 "ESS" -62.24 44.36 130 150 234.6 "Basins_100-325m" "Cfin" "CI_III" 2.15 43 "88-06-19_44.36_-62.24" 269 43 0.159851301115242 0.639386189258312 1.14740245283754
"212" "88-06-20_42.73_-64.1_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "88-06-20" 1988 "6" 20 "D" 900 "WSS" -64.1 42.73 0 10 419.9 "Slope_325-750m" "Cfin" "CI_III" 0 0 "88-06-20_42.73_-64.1" 829 0 0 0.0238151940938319 0
"213" "89-10-10_44.02_-59.08_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-10" 1989 "10" 10 "N" 2230 "ESS" -59.08 44.02 0 30 284.3 "Basins_100-325m" "Cfin" "CI_III" 2.2 66 "89-10-10_44.02_-59.08" 72 66 0.916666666666667 0.105522335561027 1.16315080980568
"214" "89-10-10_44.07_-59.07_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-10" 1989 "10" 10 "N" 1930 "ESS" -59.07 44.07 0 50 869.3 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "89-10-10_44.07_-59.07" 7 0 0 0.0575175428505694 0
"215" "89-10-11_44.02_-59.08_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-11" 1989 "10" 11 "D" 900 "ESS" -59.08 44.02 0 30 284.3 "Basins_100-325m" "Cfin" "CI_III" 0 0 "89-10-11_44.02_-59.08" 0 0 0 0.105522335561027 0
"216" "89-10-11_44.08_-59.08_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-11" 1989 "10" 11 "D" 1656 "ESS" -59.08 44.08 0 50 744.2 "Slope_325-750m" "Cfin" "CI_III" 0 0 "89-10-11_44.08_-59.08" 0 0 0 0.0671862402579952 0
"217" "89-10-11_44.1_-59.02_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-11" 1989 "10" 11 "D" 1050 "ESS" -59.02 44.1 0 30 304.4 "Basins_100-325m" "Cfin" "CI_III" 0 0 "89-10-11_44.1_-59.02" 0 0 0 0.0985545335085414 0
"218" "89-10-13_44.11_-59.03_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-13" 1989 "10" 13 "N" 2300 "ESS" -59.03 44.11 0 10 299.7 "Basins_100-325m" "Cfin" "CI_III" 0 0 "89-10-13_44.11_-59.03" 6 0 0 0.0333667000333667 0
"219" "89-10-13_44.15_-59.17_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-13" 1989 "10" 13 "D" 1616 "ESS" -59.17 44.15 0 15 263.8 "Basins_100-325m" "Cfin" "CI_III" 0 0 "89-10-13_44.15_-59.17" 0 0 0 0.0568612585291888 0
"220" "89-10-14_44.17_-59.3_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-14" 1989 "10" 14 "N" 2300 "ESS" -59.3 44.17 0 15 266.3 "Basins_100-325m" "Cfin" "CI_III" 0 0 "89-10-14_44.17_-59.3" 0 0 0 0.0563274502440856 0
"221" "89-10-14_44.18_-59.31_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-14" 1989 "10" 14 "D" 930 "ESS" -59.31 44.18 0 15 272.2 "Basins_100-325m" "Cfin" "CI_III" 0 0 "89-10-14_44.18_-59.31" 0 0 0 0.0551065393093314 0
"222" "89-10-15_44.14_-59.25_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-15" 1989 "10" 15 "N" 115 "ESS" -59.25 44.14 0 15 294 "Basins_100-325m" "Cfin" "CI_III" 0 0 "89-10-15_44.14_-59.25" 0 0 0 0.0510204081632653 0
"223" "89-10-15_44.15_-59.25_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-15" 1989 "10" 15 "D" 1500 "ESS" -59.25 44.15 5 20 292.4 "Basins_100-325m" "Cfin" "CI_III" 0 0 "89-10-15_44.15_-59.25" 0 0 0 0.0683994528043776 0
"224" "89-10-15_44.17_-59.29_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-15" 1989 "10" 15 "D" 1300 "ESS" -59.29 44.17 0 5 256.9 "Basins_100-325m" "Cfin" "CI_III" 0 0 "89-10-15_44.17_-59.29" 0 0 0 0.0194628260023355 0
"225" "89-10-17_45.77_-58.68_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-17" 1989 "10" 17 "N" 20 "ESS" -58.68 45.77 0 10 270.4 "Basins_100-325m" "Cfin" "CI_III" 38.5 385 "89-10-17_45.77_-58.68" 740 385 0.52027027027027 0.0369822485207101 3.67630067190708
"226" "89-10-20_43.72_-63.06_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-20" 1989 "10" 20 "N" 2340 "WSS" -63.06 43.72 0 20 266 "Basins_100-325m" "Cfin" "CI_III" 8.25 165 "89-10-20_43.72_-63.06" 187 165 0.882352941176471 0.075187969924812 2.22462355152433
"227" "89-10-20_43.83_-62.94_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-20" 1989 "10" 20 "N" 2000 "WSS" -62.94 43.83 0 20 263.6 "Basins_100-325m" "Cfin" "CI_III" 0 0 "89-10-20_43.83_-62.94" 0 0 0 0.0758725341426404 0
"228" "89-10-21_43.82_-62.95_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-21" 1989 "10" 21 "D" 900 "WSS" -62.95 43.82 10 260 264.7 "Basins_100-325m" "Cfin" "CI_III" 0.856 214 "89-10-21_43.82_-62.95" 214 214 1 0.982244049867775 0.618423634364009
"229" "89-10-22_43.73_-63.73_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "89-10-22" 1989 "10" 22 "N" 140 "WSS" -63.73 43.73 0 10 236.7 "Basins_100-325m" "Cfin" "CI_III" 12.2 122 "89-10-22_43.73_-63.73" 1340 122 0.091044776119403 0.042247570764681 2.58021682959233
"230" "90-09-27_43.73_-63.04_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "90-09-27" 1990 "9" 27 "D" 845 "WSS" -63.04 43.73 0 15 266.2 "Basins_100-325m" "Cfin" "CI_III" 0 0 "90-09-27_43.73_-63.04" 144 0 0 0.0563486100676183 0
"231" "90-09-28_43.79_-63.68_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "90-09-28" 1990 "9" 28 "D" 1130 "WSS" -63.68 43.79 2 15 240.4 "Basins_100-325m" "Cfin" "CI_III" 0 0 "90-09-28_43.79_-63.68" 0 0 0 0.062396006655574 0
"232" "90-09-28_43.83_-63.58_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "90-09-28" 1990 "9" 28 "N" 254 "WSS" -63.58 43.83 2 20 238.4 "Basins_100-325m" "Cfin" "CI_III" 0 0 "90-09-28_43.83_-63.58" 28 0 0 0.0838926174496644 0
"233" "90-10-02_44.33_-62.39_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "90-10-02" 1990 "10" 2 "N" 2230 "ESS" -62.39 44.33 0 10 228.5 "Basins_100-325m" "Cfin" "CI_III" 0 0 "90-10-02_44.33_-62.39" 0 0 0 0.0437636761487965 0
"234" "90-10-02_44.36_-62.23_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "90-10-02" 1990 "10" 2 "D" 945 "ESS" -62.23 44.36 0 15 221.8 "Basins_100-325m" "Cfin" "CI_III" 0 0 "90-10-02_44.36_-62.23" 7 0 0 0.0676284941388638 0
"235" "90-10-03_44.4_-63.39_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "90-10-03" 1990 "10" 3 "D" 1035 "ESS" -63.39 44.4 8 17 105.8 "Basins_100-325m" "Cfin" "CI_III" 0 0 "90-10-03_44.4_-63.39" 0 0 0 0.160680529300567 0
"236" "90-10-03_44.54_-62.48_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "90-10-03" 1990 "10" 3 "N" 10 "ESS" -62.48 44.54 0 10 132.6 "Basins_100-325m" "Cfin" "CI_III" 0 0 "90-10-03_44.54_-62.48" 0 0 0 0.0754147812971342 0
"237" "90-10-04_43.65_-64.45_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "90-10-04" 1990 "10" 4 "N" 1950 "WSS" -64.45 43.65 0 22 154.9 "Basins_100-325m" "Cfin" "CI_III" 0.5 11 "90-10-04_43.65_-64.45" 11 11 1 0.142027114267269 0.405465108108164
"238" "90-10-04_43.77_-64.54_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "90-10-04" 1990 "10" 4 "N" 2115 "WSS" -64.54 43.77 30 40 97.2 "Shelf_0-100m" "Cfin" "CI_III" 0 0 "90-10-04_43.77_-64.54" 0 0 0 0.411522633744856 0
"239" "91-04-05_43.33_-65.15_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "91-04-05" 1991 "4" 5 "N" 204 "WSS" -65.15 43.33 0 130 151.6 "Basins_100-325m" "Cfin" "CI_III" 0 0 "91-04-05_43.33_-65.15" 0 0 0 0.857519788918206 0
"240" "91-04-05_43.33_-65.18_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "91-04-05" 1991 "4" 5 "D" 1829 "WSS" -65.18 43.33 0 50 148 "Basins_100-325m" "Cfin" "CI_III" 0 0 "91-04-05_43.33_-65.18" 0 0 0 0.337837837837838 0
"241" "91-04-06_43.33_-65.17_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "91-04-06" 1991 "4" 6 "D" 1829 "WSS" -65.17 43.33 0 25 150.3 "Basins_100-325m" "Cfin" "CI_III" 0 0 "91-04-06_43.33_-65.17" 0 0 0 0.166333998669328 0
