,TID,DATA_SET,STATION,GEAR_MODEL,DATE_,Year,Month,Day,D.N,HEURE,Region,LONGITUDE,LATITUDE,ZMin,ZMax,Zstation,Z_habitat,TAXON,STADE,Ind.m3,ind.m2,ID,total_abund,cum_abund,pcum,percZ_stn,lInd.m3
1201,84-10-23_46.14_-57.81_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,300,ESS,-57.81,46.14,268,290,479,Slope_325-750m,Cfin,CV,14.72727273,324,84-10-23_46.14_-57.81,4227,1548,0.366217175,0.605427975,2.755396322
1202,84-10-23_46.14_-57.81_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,300,ESS,-57.81,46.14,290,312,479,Slope_325-750m,Cfin,CV,23.45454545,516,84-10-23_46.14_-57.81,4227,2064,0.488289567,0.651356994,3.196816107
1203,84-10-23_46.14_-57.81_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,300,ESS,-57.81,46.14,312,334,479,Slope_325-750m,Cfin,CV,15.22727273,335,84-10-23_46.14_-57.81,4227,2399,0.567541992,0.697286013,2.786693328
1204,84-10-23_46.14_-57.81_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,300,ESS,-57.81,46.14,334,356,479,Slope_325-750m,Cfin,CV,12.63636364,278,84-10-23_46.14_-57.81,4227,2677,0.633309676,0.743215031,2.612740021
1205,84-10-23_46.14_-57.81_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,300,ESS,-57.81,46.14,356,400,479,Slope_325-750m,Cfin,CV,18.45454545,812,84-10-23_46.14_-57.81,4227,3489,0.825408091,0.835073069,2.968080742
1206,84-10-23_46.14_-57.81_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,300,ESS,-57.81,46.14,400,440,479,Slope_325-750m,Cfin,CV,18.45,738,84-10-23_46.14_-57.81,4227,4227,1,0.918580376,2.96784707
1207,84-10-23_46.17_-57.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,200,ESS,-57.84,46.17,0,20,469.6,Slope_325-750m,Cfin,CV,20.6,412,84-10-23_46.17_-57.84,2472,412,0.166666667,0.042589438,3.072693315
1208,84-10-23_46.17_-57.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,200,ESS,-57.84,46.17,20,40,469.6,Slope_325-750m,Cfin,CV,22.15,443,84-10-23_46.17_-57.84,2472,855,0.345873786,0.085178876,3.141994781
1209,84-10-23_46.17_-57.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,200,ESS,-57.84,46.17,40,60,469.6,Slope_325-750m,Cfin,CV,6.55,131,84-10-23_46.17_-57.84,2472,986,0.398867314,0.127768313,2.021547563
1210,84-10-23_46.17_-57.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,200,ESS,-57.84,46.17,60,80,469.6,Slope_325-750m,Cfin,CV,0.45,9,84-10-23_46.17_-57.84,2472,995,0.402508091,0.170357751,0.371563556
1211,84-10-23_46.17_-57.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,200,ESS,-57.84,46.17,80,100,469.6,Slope_325-750m,Cfin,CV,2.4,48,84-10-23_46.17_-57.84,2472,1043,0.421925566,0.212947189,1.223775432
1212,84-10-23_46.17_-57.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,200,ESS,-57.84,46.17,120,140,469.6,Slope_325-750m,Cfin,CV,5.55,111,84-10-23_46.17_-57.84,2472,1154,0.466828479,0.298126065,1.87946505
1213,84-10-23_46.17_-57.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,200,ESS,-57.84,46.17,140,160,469.6,Slope_325-750m,Cfin,CV,8.65,173,84-10-23_46.17_-57.84,2472,1327,0.536812298,0.340715503,2.266957915
1214,84-10-23_46.17_-57.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,200,ESS,-57.84,46.17,160,180,469.6,Slope_325-750m,Cfin,CV,34.2,684,84-10-23_46.17_-57.84,2472,2011,0.813511327,0.38330494,3.561046083
1215,84-10-23_46.17_-57.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-23,1984,10,23,N,200,ESS,-57.84,46.17,180,200,469.6,Slope_325-750m,Cfin,CV,23.05,461,84-10-23_46.17_-57.84,2472,2472,1,0.425894378,3.180134997
1216,84-10-24_44.5_-56.21_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,1110,ESS,-56.21,44.5,0,60,1719.2,Oceanic_>750m,Cfin,CV,0.2,12,84-10-24_44.5_-56.21,4383,12,0.002737851,0.034899953,0.182321557
1217,84-10-24_44.5_-56.21_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,1110,ESS,-56.21,44.5,60,90,1719.2,Oceanic_>750m,Cfin,CV,0.2,6,84-10-24_44.5_-56.21,4383,18,0.004106776,0.05234993,0.182321557
1218,84-10-24_44.5_-56.21_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,1110,ESS,-56.21,44.5,90,150,1719.2,Oceanic_>750m,Cfin,CV,0.05,3,84-10-24_44.5_-56.21,4383,21,0.004791239,0.087249884,0.048790164
1219,84-10-24_44.5_-56.21_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,1110,ESS,-56.21,44.5,150,225,1719.2,Oceanic_>750m,Cfin,CV,0.106666667,8,84-10-24_44.5_-56.21,4383,29,0.006616473,0.130874826,0.101352494
1220,84-10-24_44.5_-56.21_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,1110,ESS,-56.21,44.5,225,270,1719.2,Oceanic_>750m,Cfin,CV,2.333333333,105,84-10-24_44.5_-56.21,4383,134,0.030572667,0.157049791,1.203972804
1221,84-10-24_44.5_-56.21_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,1110,ESS,-56.21,44.5,270,280,1719.2,Oceanic_>750m,Cfin,CV,2.2,22,84-10-24_44.5_-56.21,4383,156,0.03559206,0.16286645,1.16315081
1222,84-10-24_44.5_-56.21_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,1110,ESS,-56.21,44.5,280,300,1719.2,Oceanic_>750m,Cfin,CV,3.65,73,84-10-24_44.5_-56.21,4383,229,0.052247319,0.174499767,1.53686722
1223,84-10-24_44.5_-56.21_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,1110,ESS,-56.21,44.5,300,325,1719.2,Oceanic_>750m,Cfin,CV,7.36,184,84-10-24_44.5_-56.21,4383,413,0.094227698,0.189041415,2.123458427
1224,84-10-24_44.5_-56.21_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,1110,ESS,-56.21,44.5,325,350,1719.2,Oceanic_>750m,Cfin,CV,62,1550,84-10-24_44.5_-56.21,4383,1963,0.447866758,0.203583062,4.143134726
1225,84-10-24_44.5_-56.21_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,1110,ESS,-56.21,44.5,350,400,1719.2,Oceanic_>750m,Cfin,CV,48.4,2420,84-10-24_44.5_-56.21,4383,4383,1,0.232666356,3.899950424
1226,84-10-24_44.53_-56.4_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,923,ESS,-56.4,44.53,400,450,1340.1,Oceanic_>750m,Cfin,CV,25.38,1269,84-10-24_44.53_-56.4,2718,1269,0.466887417,0.335795836,3.272606147
1227,84-10-24_44.53_-56.4_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,923,ESS,-56.4,44.53,450,500,1340.1,Oceanic_>750m,Cfin,CV,6.44,322,84-10-24_44.53_-56.4,2718,1591,0.58535688,0.373106485,2.006870849
1228,84-10-24_44.53_-56.4_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,923,ESS,-56.4,44.53,500,550,1340.1,Oceanic_>750m,Cfin,CV,4.96,248,84-10-24_44.53_-56.4,2718,1839,0.676600442,0.410417133,1.785070481
1229,84-10-24_44.53_-56.4_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,923,ESS,-56.4,44.53,550,575,1340.1,Oceanic_>750m,Cfin,CV,6.12,153,84-10-24_44.53_-56.4,2718,1992,0.732891832,0.429072457,1.962907725
1230,84-10-24_44.53_-56.4_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,923,ESS,-56.4,44.53,575,600,1340.1,Oceanic_>750m,Cfin,CV,4.04,101,84-10-24_44.53_-56.4,2718,2093,0.770051508,0.447727782,1.617406082
1231,84-10-24_44.53_-56.4_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,923,ESS,-56.4,44.53,600,650,1340.1,Oceanic_>750m,Cfin,CV,5.02,251,84-10-24_44.53_-56.4,2718,2344,0.862398823,0.48503843,1.795087259
1232,84-10-24_44.53_-56.4_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,923,ESS,-56.4,44.53,650,700,1340.1,Oceanic_>750m,Cfin,CV,1.86,93,84-10-24_44.53_-56.4,2718,2437,0.896615158,0.522349078,1.050821625
1233,84-10-24_44.53_-56.4_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,923,ESS,-56.4,44.53,700,750,1340.1,Oceanic_>750m,Cfin,CV,3.14,157,84-10-24_44.53_-56.4,2718,2594,0.954378219,0.559659727,1.420695788
1234,84-10-24_44.53_-56.4_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-24,1984,10,24,D,923,ESS,-56.4,44.53,750,800,1340.1,Oceanic_>750m,Cfin,CV,2.48,124,84-10-24_44.53_-56.4,2718,2718,1,0.596970375,1.247032294
1235,84-10-26_43.37_-62.26_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,D,930,WSS,-62.26,43.37,0,9,107.1,Basins_100-325m,Cfin,CV,2.888888889,26,84-10-26_43.37_-62.26,601,26,0.043261231,0.084033613,1.358123484
1236,84-10-26_43.37_-62.26_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,D,930,WSS,-62.26,43.37,9,18,107.1,Basins_100-325m,Cfin,CV,0,0,84-10-26_43.37_-62.26,601,26,0.043261231,0.168067227,0
1237,84-10-26_43.37_-62.26_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,D,930,WSS,-62.26,43.37,18,27,107.1,Basins_100-325m,Cfin,CV,2.777777778,25,84-10-26_43.37_-62.26,601,51,0.084858569,0.25210084,1.329135947
1238,84-10-26_43.37_-62.26_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,D,930,WSS,-62.26,43.37,27,36,107.1,Basins_100-325m,Cfin,CV,0.666666667,6,84-10-26_43.37_-62.26,601,57,0.09484193,0.336134454,0.510825624
1239,84-10-26_43.37_-62.26_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,D,930,WSS,-62.26,43.37,36,45,107.1,Basins_100-325m,Cfin,CV,1.222222222,11,84-10-26_43.37_-62.26,601,68,0.113144759,0.420168067,0.798507696
1240,84-10-26_43.37_-62.26_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,D,930,WSS,-62.26,43.37,45,54,107.1,Basins_100-325m,Cfin,CV,1.666666667,15,84-10-26_43.37_-62.26,601,83,0.138103161,0.504201681,0.980829253
1241,84-10-26_43.37_-62.26_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,D,930,WSS,-62.26,43.37,54,63,107.1,Basins_100-325m,Cfin,CV,2.111111111,19,84-10-26_43.37_-62.26,601,102,0.169717138,0.588235294,1.134979933
1242,84-10-26_43.37_-62.26_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,D,930,WSS,-62.26,43.37,63,72,107.1,Basins_100-325m,Cfin,CV,6.111111111,55,84-10-26_43.37_-62.26,601,157,0.261231281,0.672268908,1.961658506
1243,84-10-26_43.37_-62.26_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,D,930,WSS,-62.26,43.37,72,81,107.1,Basins_100-325m,Cfin,CV,14.22222222,128,84-10-26_43.37_-62.26,601,285,0.474209651,0.756302521,2.722756348
1244,84-10-26_43.37_-62.26_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,D,930,WSS,-62.26,43.37,81,90,107.1,Basins_100-325m,Cfin,CV,35.11111111,316,84-10-26_43.37_-62.26,601,601,1,0.840336134,3.586600605
1245,84-10-26_43.69_-62.68_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2000,WSS,-62.68,43.69,0,13,147.2,Basins_100-325m,Cfin,CV,25.69230769,334,84-10-26_43.69_-62.68,1744,334,0.191513761,0.088315217,3.284375422
1246,84-10-26_43.69_-62.68_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2000,WSS,-62.68,43.69,13,26,147.2,Basins_100-325m,Cfin,CV,41.38461538,538,84-10-26_43.69_-62.68,1744,872,0.5,0.176630435,3.746785452
1247,84-10-26_43.69_-62.68_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2000,WSS,-62.68,43.69,26,39,147.2,Basins_100-325m,Cfin,CV,20.92307692,272,84-10-26_43.69_-62.68,1744,1144,0.655963303,0.264945652,3.087539823
1248,84-10-26_43.69_-62.68_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2000,WSS,-62.68,43.69,39,52,147.2,Basins_100-325m,Cfin,CV,1.153846154,15,84-10-26_43.69_-62.68,1744,1159,0.66456422,0.35326087,0.767255153
1249,84-10-26_43.69_-62.68_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2000,WSS,-62.68,43.69,52,63,147.2,Basins_100-325m,Cfin,CV,16.09090909,177,84-10-26_43.69_-62.68,1744,1336,0.766055046,0.42798913,2.83854669
1250,84-10-26_43.69_-62.68_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2000,WSS,-62.68,43.69,63,76,147.2,Basins_100-325m,Cfin,CV,10.15384615,132,84-10-26_43.69_-62.68,1744,1468,0.841743119,0.516304348,2.411784385
1251,84-10-26_43.69_-62.68_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2000,WSS,-62.68,43.69,76,89,147.2,Basins_100-325m,Cfin,CV,6.153846154,80,84-10-26_43.69_-62.68,1744,1548,0.887614679,0.604619565,1.967650136
1252,84-10-26_43.69_-62.68_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2000,WSS,-62.68,43.69,89,100,147.2,Basins_100-325m,Cfin,CV,17.81818182,196,84-10-26_43.69_-62.68,1744,1744,1,0.679347826,2.93482352
1253,84-10-26_43.87_-62.91_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2338,WSS,-62.91,43.87,0,10,262.6,Basins_100-325m,Cfin,CV,67.1,671,84-10-26_43.87_-62.91,1669,671,0.402037148,0.038080731,4.220977213
1254,84-10-26_43.87_-62.91_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2338,WSS,-62.91,43.87,10,20,262.6,Basins_100-325m,Cfin,CV,60.4,604,84-10-26_43.87_-62.91,1669,1275,0.763930497,0.076161462,4.117409835
1255,84-10-26_43.87_-62.91_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2338,WSS,-62.91,43.87,20,30,262.6,Basins_100-325m,Cfin,CV,16.2,162,84-10-26_43.87_-62.91,1669,1437,0.860994608,0.114242193,2.844909384
1256,84-10-26_43.87_-62.91_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2338,WSS,-62.91,43.87,30,40,262.6,Basins_100-325m,Cfin,CV,6.5,65,84-10-26_43.87_-62.91,1669,1502,0.899940084,0.152322925,2.014903021
1257,84-10-26_43.87_-62.91_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2338,WSS,-62.91,43.87,40,50,262.6,Basins_100-325m,Cfin,CV,5.3,53,84-10-26_43.87_-62.91,1669,1555,0.931695626,0.190403656,1.840549633
1258,84-10-26_43.87_-62.91_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2338,WSS,-62.91,43.87,50,60,262.6,Basins_100-325m,Cfin,CV,4.2,42,84-10-26_43.87_-62.91,1669,1597,0.956860395,0.228484387,1.648658626
1259,84-10-26_43.87_-62.91_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2338,WSS,-62.91,43.87,60,70,262.6,Basins_100-325m,Cfin,CV,1.9,19,84-10-26_43.87_-62.91,1669,1616,0.968244458,0.266565118,1.064710737
1260,84-10-26_43.87_-62.91_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2338,WSS,-62.91,43.87,70,80,262.6,Basins_100-325m,Cfin,CV,1.6,16,84-10-26_43.87_-62.91,1669,1632,0.977831037,0.304645849,0.955511445
1261,84-10-26_43.87_-62.91_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2338,WSS,-62.91,43.87,80,90,262.6,Basins_100-325m,Cfin,CV,1.3,13,84-10-26_43.87_-62.91,1669,1645,0.985620132,0.34272658,0.832909123
1262,84-10-26_43.87_-62.91_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-26,1984,10,26,N,2338,WSS,-62.91,43.87,90,100,262.6,Basins_100-325m,Cfin,CV,2.4,24,84-10-26_43.87_-62.91,1669,1669,1,0.380807312,1.223775432
1263,84-10-27_43.89_-62.94_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,N,100,WSS,-62.94,43.89,0,210,261,Basins_100-325m,Cfin,CV,176,36960,84-10-27_43.89_-62.94,133461,36960,0.276934835,0.804597701,5.176149733
1264,84-10-27_43.89_-62.94_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,N,100,WSS,-62.94,43.89,150,180,261,Basins_100-325m,Cfin,CV,55.13333333,1654,84-10-27_43.89_-62.94,133461,38614,0.289327968,0.689655172,4.027729813
1265,84-10-27_43.89_-62.94_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,N,100,WSS,-62.94,43.89,150,250,261,Basins_100-325m,Cfin,CV,413.2,41320,84-10-27_43.89_-62.94,133461,79934,0.598931523,0.957854406,6.026348949
1266,84-10-27_43.89_-62.94_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,N,100,WSS,-62.94,43.89,180,200,261,Basins_100-325m,Cfin,CV,834.05,16681,84-10-27_43.89_-62.94,133461,96615,0.723919347,0.766283525,6.727491603
1267,84-10-27_43.89_-62.94_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,N,100,WSS,-62.94,43.89,200,220,261,Basins_100-325m,Cfin,CV,940.7,18814,84-10-27_43.89_-62.94,133461,115429,0.864889368,0.842911877,6.847686753
1268,84-10-27_43.89_-62.94_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,N,100,WSS,-62.94,43.89,210,230,261,Basins_100-325m,Cfin,CV,771.3,15426,84-10-27_43.89_-62.94,133461,130855,0.980473696,0.881226054,6.649373076
1269,84-10-27_43.89_-62.94_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,N,100,WSS,-62.94,43.89,230,250,261,Basins_100-325m,Cfin,CV,130.3,2606,84-10-27_43.89_-62.94,133461,133461,1,0.957854406,4.877484781
1270,84-10-27_43.95_-62.93_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,D,1100,WSS,-62.93,43.95,0,100,250.2,Basins_100-325m,Cfin,CV,6.75,675,84-10-27_43.95_-62.93,35278,675,0.019133738,0.399680256,2.047692843
1271,84-10-27_43.95_-62.93_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,D,1100,WSS,-62.93,43.95,100,150,250.2,Basins_100-325m,Cfin,CV,2.74,137,84-10-27_43.95_-62.93,35278,812,0.023017178,0.599520384,1.319085611
1272,84-10-27_43.95_-62.93_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,D,1100,WSS,-62.93,43.95,150,180,250.2,Basins_100-325m,Cfin,CV,23.06666667,692,84-10-27_43.95_-62.93,35278,1504,0.042632802,0.71942446,3.180827757
1273,84-10-27_43.95_-62.93_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,D,1100,WSS,-62.93,43.95,180,190,250.2,Basins_100-325m,Cfin,CV,108.6,1086,84-10-27_43.95_-62.93,35278,2590,0.07341686,0.759392486,4.696837375
1274,84-10-27_43.95_-62.93_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,D,1100,WSS,-62.93,43.95,190,200,250.2,Basins_100-325m,Cfin,CV,137,1370,84-10-27_43.95_-62.93,35278,3960,0.112251261,0.799360512,4.927253685
1275,84-10-27_43.95_-62.93_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,D,1100,WSS,-62.93,43.95,200,210,250.2,Basins_100-325m,Cfin,CV,413.3,4133,84-10-27_43.95_-62.93,35278,8093,0.229406429,0.839328537,6.026590349
1276,84-10-27_43.95_-62.93_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,D,1100,WSS,-62.93,43.95,210,220,250.2,Basins_100-325m,Cfin,CV,470.1,4701,84-10-27_43.95_-62.93,35278,12794,0.362662282,0.879296563,6.155070386
1277,84-10-27_43.95_-62.93_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,D,1100,WSS,-62.93,43.95,220,230,250.2,Basins_100-325m,Cfin,CV,1930.7,19307,84-10-27_43.95_-62.93,35278,32101,0.909943874,0.919264588,7.566155723
1278,84-10-27_43.95_-62.93_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-27,1984,10,27,D,1100,WSS,-62.93,43.95,230,240,250.2,Basins_100-325m,Cfin,CV,317.7,3177,84-10-27_43.95_-62.93,35278,35278,1,0.959232614,5.764250221
1279,84-10-28_43.67_-63.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-28,1984,10,28,N,1920,WSS,-63.84,43.67,0,110,241.1,Basins_100-325m,Cfin,CV,28.68181818,3155,84-10-28_43.67_-63.84,53045,3155,0.059477802,0.456242223,3.390534676
1280,84-10-28_43.67_-63.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-28,1984,10,28,N,1920,WSS,-63.84,43.67,100,155,241.1,Basins_100-325m,Cfin,CV,7.181818182,395,84-10-28_43.67_-63.84,53045,3550,0.06692431,0.642886769,2.101914398
1281,84-10-28_43.67_-63.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-28,1984,10,28,N,1920,WSS,-63.84,43.67,110,230,241.1,Basins_100-325m,Cfin,CV,217.075,26049,84-10-28_43.67_-63.84,53045,29599,0.557997926,0.953961012,5.38483904
1282,84-10-28_43.67_-63.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-28,1984,10,28,N,1920,WSS,-63.84,43.67,155,165,241.1,Basins_100-325m,Cfin,CV,15.4,154,84-10-28_43.67_-63.84,53045,29753,0.560901122,0.684363335,2.797281335
1283,84-10-28_43.67_-63.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-28,1984,10,28,N,1920,WSS,-63.84,43.67,165,180,241.1,Basins_100-325m,Cfin,CV,36.66666667,550,84-10-28_43.67_-63.84,53045,30303,0.571269677,0.746578183,3.62877553
1284,84-10-28_43.67_-63.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-28,1984,10,28,N,1920,WSS,-63.84,43.67,180,190,241.1,Basins_100-325m,Cfin,CV,27.7,277,84-10-28_43.67_-63.84,53045,30580,0.576491658,0.788054749,3.356897123
1285,84-10-28_43.67_-63.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-28,1984,10,28,N,1920,WSS,-63.84,43.67,190,200,241.1,Basins_100-325m,Cfin,CV,135,1350,84-10-28_43.67_-63.84,53045,31930,0.601941748,0.829531315,4.912654886
1286,84-10-28_43.67_-63.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-28,1984,10,28,N,1920,WSS,-63.84,43.67,200,210,241.1,Basins_100-325m,Cfin,CV,999.4,9994,84-10-28_43.67_-63.84,53045,41924,0.790347818,0.871007881,6.908155199
1287,84-10-28_43.67_-63.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-28,1984,10,28,N,1920,WSS,-63.84,43.67,210,220,241.1,Basins_100-325m,Cfin,CV,379.5,3795,84-10-28_43.67_-63.84,53045,45719,0.861890847,0.912484446,5.941486177
1288,84-10-28_43.67_-63.84_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,84-10-28,1984,10,28,N,1920,WSS,-63.84,43.67,220,230,241.1,Basins_100-325m,Cfin,CV,732.6,7326,84-10-28_43.67_-63.84,53045,53045,1,0.953961012,6.597963921
1289,85-06-04_43.17_-62.33_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,85-06-04,1985,6,4,D,1830,WSS,-62.33,43.17,0,7,96.9,Shelf_0-100m,Cfin,CV,143.2857143,1003,85-06-04_43.17_-62.33,24639,1003,0.040707821,0.072239422,4.971795461
1290,85-06-04_43.17_-62.33_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,85-06-04,1985,6,4,D,1830,WSS,-62.33,43.17,7,14,96.9,Shelf_0-100m,Cfin,CV,406.4285714,2845,85-06-04_43.17_-62.33,24639,3848,0.156175169,0.144478844,6.009865632
1291,85-06-04_43.17_-62.33_Cfin_CV,SS_CALSPP,not assigned,BIONESS 1.0m,85-06-04,1985,6,4,D,1830,WSS,-62.33,43.17,14,22,96.9,Shelf_0-100m,Cfin,CV,419.375,3355,85-06-04_43.17_-62.33,24639,7203,0.29234141,0.227038184,6.04114717
