	TID	DATA_SET	STATION	GEAR_MODEL	DATE_	Year	Month	Day	D.N	HEURE	Region	LONGITUDE	LATITUDE	ZMin	ZMax	Zstation	Z_habitat	TAXON	STADE	Ind.m3	ind.m2	ID	total_abund	cum_abund	pcum	percZ_stn
192	98-10-14_43.84_-62.93_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	98-10-14	1998	10	14	D	1250	WSS	-62.93	43.84	0	40	261.4	Basins_100-325m	Cfin	CI_III	0	0	98-10-14_43.84_-62.93	46	0	0	0.153022188
193	98-10-17_41.85_-65.51_Cfin_CI_III	SS_CALSPP	BBL7	HydroBIOS	98-10-17	1998	10	17	D	1819	WSS	-65.51	41.85	0	100	2009.5	Oceanic_>750m	Cfin	CI_III	0.8	80	98-10-17_41.85_-65.51	126	80	0.634920635	0.049763623
194	98-10-18_42_-65.51_Cfin_CI_III	SS_CALSPP	BBL6	HydroBIOS	98-10-18	1998	10	18	N	10	WSS	-65.51	42	0	100	1100	Oceanic_>750m	Cfin	CI_III	0	0	98-10-18_42_-65.51	0	0	0	0.090909091
195	98-10-18_43.23_-65.07_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	98-10-18	1998	10	18	D	1500	WSS	-65.07	43.23	60	80	162.5	Basins_100-325m	Cfin	CI_III	0	0	98-10-18_43.23_-65.07	55	0	0	0.492307692
196	98-10-19_42.61_-64.04_Cfin_CI_III	SS_CALSPP	RL5	HydroBIOS	98-10-19	1998	10	19	D	1700	WSS	-64.04	42.61	100	300	1001.9	Oceanic_>750m	Cfin	CI_III	0	0	98-10-19_42.61_-64.04	0	0	0	0.299431081
197	98-10-20_43.98_-63.15_Cfin_CI_III	SS_CALSPP	NL3	BIONESS 0.5m	98-10-20	1998	10	20	D	1400	WSS	-63.15	43.98	0	20	203.3	Basins_100-325m	Cfin	CI_III	6.05	121	98-10-20_43.98_-63.15	268	121	0.451492537	0.098376783
198	99-04-09_43.26_-65.05_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	99-04-09	1999	4	9	D	1632	WSS	-65.05	43.26	1	15	164.6	Basins_100-325m	Cfin	CI_III	2393.285714	33506	99-04-09_43.26_-65.05	97550	33506	0.343475141	0.091130012
199	99-04-17_43.9_-62.84_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	99-04-17	1999	4	17	N	2108	WSS	-62.84	43.9	0	25	250.4	Basins_100-325m	Cfin	CI_III	1413.32	35333	99-04-17_43.9_-62.84	73024	35333	0.483854623	0.099840256
200	99-10-25_41.86_-65.34_Cfin_CI_III	SS_CALSPP	BBL7	HydroBIOS	99-10-25	1999	10	25	D	1054	WSS	-65.34	41.86	0	100	2009.5	Oceanic_>750m	Cfin	CI_III	0	0	99-10-25_41.86_-65.34	22	0	0	0.049763623
201	99-10-25_42_-65.48_Cfin_CI_III	SS_CALSPP	BBL6	HydroBIOS	99-10-25	1999	10	25	N	626	WSS	-65.48	42	250	500	1100	Oceanic_>750m	Cfin	CI_III	0	0	99-10-25_42_-65.48	0	0	0	0.454545455
202	99-10-26_42.61_-64.07_Cfin_CI_III	SS_CALSPP	RL5	HydroBIOS	99-10-26	1999	10	26	N	557	WSS	-64.07	42.61	100	250	1037.6	Oceanic_>750m	Cfin	CI_III	0	0	99-10-26_42.61_-64.07	0	0	0	0.240940632
203	99-10-28_44.12_-58.18_Cfin_CI_III	SS_CALSPP	LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	0	100	891.6	Oceanic_>750m	Cfin	CI_III	0	0	99-10-28_44.12_-58.18	0	0	0	0.112157918
204	99-11-07_43.88_-62.94_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	99-11-07	1999	11	7	D	1631	WSS	-62.94	43.88	20	75	261.6	Basins_100-325m	Cfin	CI_III	0	0	99-11-07_43.88_-62.94	0	0	0	0.286697248
205	99-11-09_43.61_-59.22_Cfin_CI_III	SS_CALSPP	GULDD5	BIONESS 0.5m	99-11-09	1999	11	9	D	1040	ESS	-59.22	43.61	2	25	1004.1	Oceanic_>750m	Cfin	CI_III	22.39130435	515	99-11-09_43.61_-59.22	608	515	0.847039474	0.024897919
206	99-11-09_44.01_-59.04_Cfin_CI_III	SS_CALSPP	GULDD3	BIONESS 0.5m	99-11-09	1999	11	9	D	1727	ESS	-59.04	44.01	2	25	464.7	Slope_325-750m	Cfin	CI_III	0	0	99-11-09_44.01_-59.04	116	0	0	0.053798149
207	99-11-09_44.02_-59.04_Cfin_CI_III	SS_CALSPP	GULDD3	BIONESS 0.5m	99-11-09	1999	11	9	D	1727	ESS	-59.04	44.02	200	225	522.3	Slope_325-750m	Cfin	CI_III	0	0	99-11-09_44.02_-59.04	10	0	0	0.430786904
208	99-11-09_44.23_-59.56_Cfin_CI_III	SS_CALSPP	GULDD1	BIONESS 0.5m	99-11-09	1999	11	9	N	152	ESS	-59.56	44.23	0	20	211.4	Basins_100-325m	Cfin	CI_III	7.2	144	99-11-09_44.23_-59.56	240	144	0.6	0.094607379
209	99-11-10_43.8_-58.91_Cfin_CI_III	SS_CALSPP	GULDD4	BIONESS 0.5m	99-11-10	1999	11	10	N	31	ESS	-58.91	43.8	2	25	1992.7	Oceanic_>750m	Cfin	CI_III	31.73913043	730	99-11-10_43.8_-58.91	737	730	0.990502035	0.012545792
210	99-11-10_44.03_-59.04_Cfin_CI_III	SS_CALSPP	GULDD3	BIONESS 0.5m	99-11-10	1999	11	10	D	1452	ESS	-59.04	44.03	2	25	759.8	Oceanic_>750m	Cfin	CI_III	24.39130435	561	99-11-10_44.03_-59.04	1422	561	0.394514768	0.032903396
211	99-11-10_44.14_-59.11_Cfin_CI_III	SS_CALSPP	GULDD2	BIONESS 0.5m	99-11-10	1999	11	10	D	1240	ESS	-59.11	44.14	2	35	282.9	Basins_100-325m	Cfin	CI_III	13.03030303	430	99-11-10_44.14_-59.11	448	430	0.959821429	0.123718628
212	99-11-11_44.13_-59.26_Cfin_CI_III	SS_CALSPP	norman	BIONESS 0.5m	99-11-11	1999	11	11	D	1034	ESS	-59.26	44.13	2	25	277.9	Basins_100-325m	Cfin	CI_III	23.17391304	533	99-11-11_44.13_-59.26	617	533	0.863857374	0.089960417
213	00-04-07_43.25_-65.03_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	00-04-07	2000	4	7	D	1045	WSS	-65.03	43.25	0	20.5	164.6	Basins_100-325m	Cfin	CI_III	164.1463415	3365	00-04-07_43.25_-65.03	3612	3365	0.931616833	0.12454435
214	00-04-11_43.88_-62.88_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	00-04-11	2000	4	11	N	2040	WSS	-62.88	43.88	24.1	49.7	258.4	Basins_100-325m	Cfin	CI_III	414.53125	10612	00-04-11_43.88_-62.88	10623	10612	0.998964511	0.192337461
215	00-04-14_44.13_-59.11_Cfin_CI_III	SS_CALSPP	GULDD2	BIONESS 0.5m	00-04-14	2000	4	14	N	2320	ESS	-59.11	44.13	0	25.5	294.8	Basins_100-325m	Cfin	CI_III	304.3529412	7761	00-04-14_44.13_-59.11	31079	7761	0.249718459	0.086499322
216	00-04-14_44.22_-59.56_Cfin_CI_III	SS_CALSPP	GULDD1	BIONESS 0.5m	00-04-14	2000	4	14	N	2000	ESS	-59.56	44.22	0	20.3	217.4	Basins_100-325m	Cfin	CI_III	186.8472906	3793	00-04-14_44.22_-59.56	38650	3793	0.098137128	0.093376265
217	00-04-15_43.8_-58.9_Cfin_CI_III	SS_CALSPP	GULDD4	BIONESS 0.5m	00-04-15	2000	4	15	N	2125	ESS	-58.9	43.8	0.4	50.2	1875.5	Oceanic_>750m	Cfin	CI_III	531.4859438	26468	00-04-15_43.8_-58.9	26533	26468	0.99755022	0.026766196
218	00-04-15_44.01_-59.04_Cfin_CI_III	SS_CALSPP	GULDD3	BIONESS 0.5m	00-04-15	2000	4	15	D	1825	ESS	-59.04	44.01	0.4	50.3	464.7	Slope_325-750m	Cfin	CI_III	426.1122244	21263	00-04-15_44.01_-59.04	21448	21263	0.991374487	0.108241876
219	00-04-18_44.1_-59.99_Cfin_CI_III	SS_CALSPP	CSL3	BIONESS 0.5m	00-04-18	2000	4	18	D	1815	ESS	-59.99	44.1	0.7	50.6	320.6	Basins_100-325m	Cfin	CI_III	17.59519038	878	00-04-18_44.1_-59.99	915	878	0.959562842	0.15782907
220	00-10-01_43.27_-65.03_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	00-10-01	2000	10	1	D	1158	WSS	-65.03	43.27	0.1	10.7	165.2	Basins_100-325m	Cfin	CI_III	7.924528302	84	00-10-01_43.27_-65.03	803	84	0.104607721	0.064769976
221	00-10-02_41.87_-65.35_Cfin_CI_III	SS_CALSPP	BBL7	HydroBIOS	00-10-02	2000	10	2	D	1417	WSS	-65.35	41.87	100	500	2009.5	Oceanic_>750m	Cfin	CI_III	0	0	00-10-02_41.87_-65.35	0	0	0	0.248818114
222	00-10-02_41.98_-65.5_Cfin_CI_III	SS_CALSPP	BBL6	HydroBIOS	00-10-02	2000	10	2	D	1220	WSS	-65.5	41.98	100	250	1100	Oceanic_>750m	Cfin	CI_III	0	0	00-10-02_41.98_-65.5	0	0	0	0.227272727
223	00-10-07_43.91_-62.88_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	00-10-07	2000	10	7	D	1325	WSS	-62.88	43.91	0.1	17.8	259.2	Basins_100-325m	Cfin	CI_III	0	0	00-10-07_43.91_-62.88	150	0	0	0.06867284
224	00-10-09_44.24_-59.58_Cfin_CI_III	SS_CALSPP	GULDD1	BIONESS 0.5m	00-10-09	2000	10	9	D	1655	ESS	-59.58	44.24	15.3	36.2	211.9	Basins_100-325m	Cfin	CI_III	0	0	00-10-09_44.24_-59.58	0	0	0	0.1708353
225	00-10-10_43.99_-59.01_Cfin_CI_III	SS_CALSPP	GULDD3	BIONESS 0.5m	00-10-10	2000	10	10	N	2221	ESS	-59.01	43.99	0.3	30.4	703	Slope_325-750m	Cfin	CI_III	7.707641196	232	00-10-10_43.99_-59.01	371	232	0.625336927	0.043243243
226	00-10-10_44.15_-59.25_Cfin_CI_III	SS_CALSPP	not assigned	BIONESS 0.5m	00-10-10	2000	10	10	N	2016	ESS	-59.25	44.15	0.5	24.7	292.4	Basins_100-325m	Cfin	CI_III	0	0	00-10-10_44.15_-59.25	309	0	0	0.084473324
227	00-10-11_44.12_-58.18_Cfin_CI_III	SS_CALSPP	LL7	HydroBIOS	00-10-11	2000	10	11	D	1825	ESS	-58.18	44.12	100	250	891.6	Oceanic_>750m	Cfin	CI_III	0	0	00-10-11_44.12_-58.18	0	0	0	0.280394796
228	00-10-13_47.26_-59.74_Cfin_CI_III	SS_CALSPP	CSL4	BIONESS 0.5m	00-10-13	2000	10	13	D	1403	ESS	-59.74	47.26	1.2	99	454.2	Slope_325-750m	Cfin	CI_III	0.81799591	80	00-10-13_47.26_-59.74	80	80	1	0.217965654
229	00-10-14_45.96_-57.59_Cfin_CI_III	SS_CALSPP	LC4	BIONESS 0.5m	00-10-14	2000	10	14	D	1626	ESS	-57.59	45.96	0.6	98.9	473.3	Slope_325-750m	Cfin	CI_III	9.003051882	885	00-10-14_45.96_-57.59	900	885	0.983333333	0.208958377
230	00-10-15_43.78_-58.89_Cfin_CI_III	SS_CALSPP	GULDD4	BIONESS 0.5m	00-10-15	2000	10	15	D	925	ESS	-58.89	43.78	59.5	120.4	2206.3	Oceanic_>750m	Cfin	CI_III	0	0	00-10-15_43.78_-58.89	0	0	0	0.054571001
231	01-05-02_43.25_-65.04_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	01/05/2002	2001	5	2	D	1112	WSS	-65.04	43.25	1	15	164.6	Basins_100-325m	Cfin	CI_III	1500	21000	01-05-02_43.25_-65.04	75983	21000	0.276377611	0.091130012
232	01-05-09_43.87_-62.87_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	01/05/2009	2001	5	9	N	16	WSS	-62.87	43.87	1	25	260.8	Basins_100-325m	Cfin	CI_III	1465.541667	35173	01-05-09_43.87_-62.87	38172	35173	0.921434559	0.095858896
233	01-05-10_44.03_-59.02_Cfin_CI_III	SS_CALSPP	GUL2	BIONESS 0.5m	01/05/2010	2001	5	10	N	120	ESS	-59.02	44.03	0	50	1066.4	Oceanic_>750m	Cfin	CI_III	177.78	8889	01-05-10_44.03_-59.02	10419	8889	0.853152894	0.046886722
234	01-10-26_43.25_-65.05_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	01/10/2026	2001	10	26	D	1653	WSS	-65.05	43.25	0	20	164.5	Basins_100-325m	Cfin	CI_III	23.7	474	01-10-26_43.25_-65.05	1568	474	0.302295918	0.121580547
235	01-10-29_43.87_-62.86_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	01/10/2029	2001	10	29	N	500	WSS	-62.86	43.87	0	25	251.2	Basins_100-325m	Cfin	CI_III	0	0	01-10-29_43.87_-62.86	2287	0	0	0.099522293
236	01-10-31_44.04_-59.03_Cfin_CI_III	SS_CALSPP	GULLY	BIONESS 0.5m	01/10/1931	2001	10	31	N	2335	ESS	-59.03	44.04	0	50	1073.5	Oceanic_>750m	Cfin	CI_III	27.26	1363	01-10-31_44.04_-59.03	1382	1363	0.986251809	0.046576619
237	02-10-22_43.27_-65.02_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	02/10/2022	2002	10	22	N	2223	WSS	-65.02	43.27	0	15	166.5	Basins_100-325m	Cfin	CI_III	0	0	02-10-22_43.27_-65.02	0	0	0	0.09009009
238	02-10-22_43.88_-62.83_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	02/10/2022	2002	10	22	N	4	WSS	-62.83	43.88	0	25	250.9	Basins_100-325m	Cfin	CI_III	6.68	167	02-10-22_43.88_-62.83	250	167	0.668	0.099641291
239	03-04-18_43.84_-62.84_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	03/04/2018	2003	4	18	D	1805	WSS	-62.84	43.84	0	25	240.6	Basins_100-325m	Cfin	CI_III	628.28	15707	03-04-18_43.84_-62.84	60884	15707	0.257982393	0.103906899
240	03-10-20_43.26_-65.04_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	03/10/2020	2003	10	20	N	612	WSS	-65.04	43.26	1	16	164.6	Basins_100-325m	Cfin	CI_III	538.4666667	8077	03-10-20_43.26_-65.04	9000	8077	0.897444444	0.097205346
241	03-10-23_43.91_-62.92_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	03/10/2023	2003	10	23	D	1431	WSS	-62.92	43.91	0	25	262	Basins_100-325m	Cfin	CI_III	0	0	03-10-23_43.91_-62.92	473	0	0	0.095419847
242	04-04-27_43.85_-62.91_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	04/04/2027	2004	4	27	D	1337	WSS	-62.91	43.85	0	25	264	Basins_100-325m	Cfin	CI_III	68.32	1708	04-04-27_43.85_-62.91	13938	1708	0.122542689	0.09469697
243	04-04-27_43.26_-65.05_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	04/04/2027	2004	4	27	N	408	WSS	-65.05	43.26	0	15	164.6	Basins_100-325m	Cfin	CI_III	305.9333333	4589	04-04-27_43.26_-65.05	32964	4589	0.139212474	0.091130012
244	04-04-28_44_-59.04_Cfin_CI_III	SS_CALSPP	GUL3	BIONESS 0.5m	04/04/2028	2004	4	28	N	618	ESS	-59.04	44	0	50	500	Slope_325-750m	Cfin	CI_III	610.18	30509	04-04-28_44_-59.04	32300	30509	0.944551084	0.1
245	04-10-20_43.25_-65.03_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	04/10/2020	2004	10	20	N	225	WSS	-65.03	43.25	0	15	164.6	Basins_100-325m	Cfin	CI_III	0	0	04-10-20_43.25_-65.03	30	0	0	0.091130012
246	04-10-27_43.99_-59.04_Cfin_CI_III	SS_CALSPP	GULLY3	BIONESS 0.5m	04/10/2027	2004	10	27	D	1058	ESS	-59.04	43.99	0	50	550	Slope_325-750m	Cfin	CI_III	18.36	918	04-10-27_43.99_-59.04	1001	918	0.917082917	0.090909091
247	05-06-13_43.32_-67.09_Cfin_CI_III	SS_CALSPP	NE CHANNEL 1	BIONESS 0.5m	05/06/2013	2005	6	13	D	1749	WSS	-67.09	43.32	0	40	195.5	Basins_100-325m	Cfin	CI_III	3.05	122	05-06-13_43.32_-67.09	136	122	0.897058824	0.204603581
248	05-06-13_43.34_-67.21_Cfin_CI_III	SS_CALSPP	JORDAN BASIN 2	BIONESS 0.5m	05/06/2013	2005	6	13	N	513	WSS	-67.21	43.34	0	40	216.4	Basins_100-325m	Cfin	CI_III	2.825	113	05-06-13_43.34_-67.21	131	113	0.86259542	0.184842884
249	05-06-13_43.35_-67.05_Cfin_CI_III	SS_CALSPP	JORDAN BASIN 1	BIONESS 0.5m	05/06/2013	2005	6	13	N	221	WSS	-67.05	43.35	0	40	195.8	Basins_100-325m	Cfin	CI_III	58.175	2327	05-06-13_43.35_-67.05	2383	2327	0.97650021	0.204290092
250	05-06-15_41.72_-65.77_Cfin_CI_III	SS_CALSPP	NE CHANNEL 2	BIONESS 0.5m	05/06/2015	2005	6	15	D	1638	WSS	-65.77	41.72	0	50	377	Slope_325-750m	Cfin	CI_III	1.06	53	05-06-15_41.72_-65.77	69	53	0.768115942	0.132625995
251	05-06-16_42.01_-65.68_Cfin_CI_III	SS_CALSPP	NE CHANNEL 2	BIONESS 0.5m	05/06/2016	2005	6	16	D	1229	WSS	-65.68	42.01	0	40	384.1	Slope_325-750m	Cfin	CI_III	0.1	4	05-06-16_42.01_-65.68	7	4	0.571428571	0.104139547
252	05-06-16_42.04_-65.64_Cfin_CI_III	SS_CALSPP	NE CHANNEL 2	BIONESS 0.5m	05/06/2016	2005	6	16	N	620	WSS	-65.64	42.04	0	60	221	Basins_100-325m	Cfin	CI_III	0.433333333	26	05-06-16_42.04_-65.64	29	26	0.896551724	0.271493213
253	05-10-22_44.05_-59.03_Cfin_CI_III	SS_CALSPP	GULDD3	BIONESS 0.5m	05/10/2022	2005	10	22	D	1343	ESS	-59.03	44.05	0	50	598.6	Slope_325-750m	Cfin	CI_III	1.86	93	05-10-22_44.05_-59.03	391	93	0.237851662	0.083528233
254	05-10-29_43.23_-65.08_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	05/10/2029	2005	10	29	D	1823	WSS	-65.08	43.23	0	15	160.8	Basins_100-325m	Cfin	CI_III	0	0	05-10-29_43.23_-65.08	26	0	0	0.093283582
255	05-10-29_43.87_-62.91_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	05/10/2029	2005	10	29	D	1057	WSS	-62.91	43.87	0	30	262.6	Basins_100-325m	Cfin	CI_III	0	0	05-10-29_43.87_-62.91	0	0	0	0.114242193
256	06-04-24_44.23_-59.1_Cfin_CI_III	SS_CALSPP	GEA	BIONESS 0.5m	06/04/2024	2006	4	24	N	2305	ESS	-59.1	44.23	2	25	255.1	Basins_100-325m	Cfin	CI_III	43.60869565	1003	06-04-24_44.23_-59.1	27721	1003	0.036181956	0.098000784
257	06-04-24_44_-59.04_Cfin_CI_III	SS_CALSPP	GULDD3	BIONESS 0.5m	06/04/2024	2006	4	24	N	2011	ESS	-59.04	44	2	50	450	Slope_325-750m	Cfin	CI_III	247.3541667	11873	06-04-24_44_-59.04	13162	11873	0.902066555	0.111111111
258	06-04-25_44.22_-59.53_Cfin_CI_III	SS_CALSPP	GWA2	BIONESS 0.5m	06/04/2025	2006	4	25	D	929	ESS	-59.53	44.22	2	20	214.2	Basins_100-325m	Cfin	CI_III	37	666	06-04-25_44.22_-59.53	47195	666	0.014111664	0.093370682
259	06-04-30_43.86_-62.89_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	06/04/1930	2006	4	30	D	1157	WSS	-62.89	43.86	2	25	262.7	Basins_100-325m	Cfin	CI_III	164.173913	3776	06-04-30_43.86_-62.89	8939	3776	0.422418615	0.095165588
260	06-05-03_43.23_-65.07_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	06/05/2003	2006	5	3	N	420	WSS	-65.07	43.23	2	15	162.5	Basins_100-325m	Cfin	CI_III	503.2307692	6542	06-05-03_43.23_-65.07	14922	6542	0.438413081	0.092307692
261	07-04-05_43.23_-65.03_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	07/04/2005	2007	4	5	N	2119	WSS	-65.03	43.23	0	15	164.5	Basins_100-325m	Cfin	CI_III	74.6	1119	07-04-05_43.23_-65.03	5122	1119	0.218469348	0.09118541
262	07-04-10_43.87_-62.89_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	07/04/2010	2007	4	10	N	2344	WSS	-62.89	43.87	0	20	261.4	Basins_100-325m	Cfin	CI_III	25.1	502	07-04-10_43.87_-62.89	22449	502	0.022361798	0.076511094
263	08-10-08_43.87_-62.87_Cfin_CI_III	SS_CALSPP	HL3	BIONESS 0.5m	08/10/2008	2008	10	8	D	1155	WSS	-62.87	43.87	0	25	260.8	Basins_100-325m	Cfin	CI_III	27.04	676	08-10-08_43.87_-62.87	1389	676	0.486681066	0.095858896
264	08-10-10_42.61_-64.08_Cfin_CI_III	SS_CALSPP	RL5	HydroBIOS	08/10/2010	2008	10	10	N	1948	WSS	-64.08	42.61	0	200	982.8	Oceanic_>750m	Cfin	CI_III	0	0	08-10-10_42.61_-64.08	0	0	0	0.203500204
265	08-10-11_42_-65.48_Cfin_CI_III	SS_CALSPP	BBL6	HydroBIOS	08/10/2011	2008	10	11	D	1403	WSS	-65.48	42	0	200	1100	Oceanic_>750m	Cfin	CI_III	2.6	520	08-10-11_42_-65.48	520	520	1	0.181818182
266	08-10-12_42.25_-65.86_Cfin_CI_III	SS_CALSPP	PS4	BIONESS 0.5m	08/10/2012	2008	10	12	D	1456	WSS	-65.86	42.25	2	30	226.5	Basins_100-325m	Cfin	CI_III	2.25	63	08-10-12_42.25_-65.86	63	63	1	0.132450331
267	08-10-13_42.88_-66.02_Cfin_CI_III	SS_CALSPP	BCCJ	BIONESS 0.5m	08/10/2013	2008	10	13	D	928	WSS	-66.02	42.88	2	30	144.2	Basins_100-325m	Cfin	CI_III	1.214285714	34	08-10-13_42.88_-66.02	46	34	0.739130435	0.208044383
268	08-10-13_43.23_-65.07_Cfin_CI_III	SS_CALSPP	RL1	BIONESS 0.5m	08/10/2013	2008	10	13	D	1413	WSS	-65.07	43.23	0	30	162.5	Basins_100-325m	Cfin	CI_III	0	0	08-10-13_43.23_-65.07	0	0	0	0.184615385
269	08-10-18_44.12_-58.18_Cfin_CI_III	SS_CALSPP	LL7	HydroBIOS	08/10/2018	2008	10	18	N	2125	ESS	-58.18	44.12	0	100	891.6	Oceanic_>750m	Cfin	CI_III	3.81	381	08-10-18_44.12_-58.18	381	381	1	0.112157918
